county,borough,2005,2010,2015,2019,difference,percent_change
5,Bronx,679603.0,734618.0,808881.0,777475.0,97872.0,14.401349022885421
47,Brooklyn,1038733.0,1076912.0,1134560.0,960155.0,-78578.0,-7.564792877476695
61,Manhattan,544990.0,608868.0,621654.0,582109.0,37119.0,6.810950659645131
81,Queens,1098848.0,1204425.0,1239897.0,1174485.0,75637.0,6.883299601036722
85,Staten Island,,,136924.0,151764.0,,
